StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,1. Multiple choice,Q45,3. Short answer,Q46,Q47,Q49,Q48,Q50,Q51,Q52,Q53,Q54,Q55,Q57,Q56,4. Multiple choice,Q58,5. Multiple choice,Q59,6. Multiple choice,Q60,7. Multiple choice,Q61,8. Multiple choice,Q62,13.,Q63,Q64,Q65,10. Multiple choice,Q67,12.,Q68,15.,16.
2024-12-13 12:50:09,2024-12-13 12:52:58,IP Address,4.79.195.221,100,168,True,2024-12-13 12:52:58,R_3vyhzn40huNoTkd,,,,,39.0005,-76.9712,anonymous,EN,Yes,Yes,,Yes,,No,,Yes,,No,,No,,No,,Atmospheric Sciences,,Modeling/theory,,Post-industrial era (post-1750 CE),,Other,Out of academia post PhD,Man or man identified,,Male,,Straight,,White,,Not Hispanic or Latinx,,USA,
2024-12-06 12:56:32,2024-12-06 12:56:44,IP Address,174.201.235.116,6,11,False,2024-12-13 12:56:53,R_5e8rUEO1BMWqaB5,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 12:58:21,2024-12-06 12:58:49,IP Address,78.243.200.238,6,27,False,2024-12-13 12:58:50,R_8lXxqX7Msf7XRoR,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 13:01:41,2024-12-06 13:02:10,IP Address,95.141.32.101,6,28,False,2024-12-13 13:02:18,R_8rp89GDfeHWCTRP,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 13:02:10,2024-12-06 13:02:19,IP Address,87.153.134.164,6,9,False,2024-12-13 13:02:21,R_8un2WDDnbxBLs4N,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 13:05:16,2024-12-06 13:05:31,IP Address,129.7.0.19,6,15,False,2024-12-13 13:05:38,R_7oFb1FmNAqnFHAW,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 13:05:26,2024-12-06 13:06:05,IP Address,128.227.188.226,6,39,False,2024-12-13 13:06:10,R_7UqvGryb7nyTrup,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 13:08:52,2024-12-06 13:09:06,IP Address,98.26.104.166,6,13,False,2024-12-13 13:09:14,R_5kv5R325FXbd5L1,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 13:13:09,2024-12-06 13:13:25,IP Address,47.14.19.144,6,16,False,2024-12-13 13:13:27,R_1lxCctzFasvQbNY,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 13:14:30,2024-12-06 13:16:58,IP Address,98.226.141.244,6,148,False,2024-12-13 13:16:59,R_7FkZUUtoc2kNVlv,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 13:17:59,2024-12-06 13:18:06,IP Address,128.135.204.83,6,7,False,2024-12-13 13:18:09,R_5yIYa0iLZUKkGg9,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 13:20:09,2024-12-06 13:20:26,IP Address,205.208.121.204,6,16,False,2024-12-13 13:20:29,R_1rCKRXRZAUTzZao,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 13:20:19,2024-12-06 13:20:27,IP Address,146.75.223.73,6,7,False,2024-12-13 13:20:29,R_1S2yXeM7TfbyF1Z,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 13:22:27,2024-12-06 13:22:36,IP Address,68.127.185.159,6,9,False,2024-12-13 13:22:37,R_1gqhQcDufQYDz1h,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 13:23:23,2024-12-06 13:23:29,IP Address,73.9.96.253,6,6,False,2024-12-13 13:23:31,R_6fZbnnp0KKyyfgG,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 13:30:37,2024-12-06 13:31:24,IP Address,128.194.2.227,6,46,False,2024-12-13 13:31:26,R_745Z8gdeDtVFL0A,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 13:39:32,2024-12-06 13:40:29,IP Address,104.28.104.122,6,57,False,2024-12-13 13:40:34,R_6eh0dSokxK5Tqvt,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 13:51:26,2024-12-06 13:51:52,IP Address,134.197.0.18,6,25,False,2024-12-13 13:51:54,R_7vRTZlX9Kn5Kzx7,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 14:03:34,2024-12-06 14:04:45,IP Address,128.135.204.74,6,70,False,2024-12-13 14:04:46,R_6QSIUwVuBD8IUbc,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 14:07:18,2024-12-06 14:07:29,IP Address,8.44.157.211,6,10,False,2024-12-13 14:07:29,R_3GiBwyCIXLdIqXk,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 14:09:32,2024-12-06 14:09:36,IP Address,128.135.43.90,6,3,False,2024-12-13 14:09:37,R_1rABJJ68mfBMEzO,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 14:10:29,2024-12-06 14:13:48,IP Address,173.180.169.42,6,199,False,2024-12-13 14:13:52,R_6EPVSrmVbCInxex,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 14:17:27,2024-12-06 14:18:17,IP Address,172.56.233.8,6,49,False,2024-12-13 14:18:19,R_37CmD2drn9a4aLm,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 14:20:57,2024-12-06 14:21:20,IP Address,184.96.238.189,6,23,False,2024-12-13 14:21:21,R_31oVJe2yxgDjV3L,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 15:00:35,2024-12-06 15:04:35,IP Address,68.181.17.99,6,239,False,2024-12-13 15:04:40,R_7wo75TFyvWxoza4,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 15:45:52,2024-12-06 15:47:13,IP Address,150.135.165.12,6,81,False,2024-12-13 15:47:17,R_6dheoC1Tb0j3B0P,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 15:55:54,2024-12-06 15:56:28,IP Address,47.219.187.151,6,33,False,2024-12-13 15:56:29,R_3IgXxZeZXjoTyEC,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 16:05:38,2024-12-06 16:05:45,IP Address,129.110.241.252,6,7,False,2024-12-13 16:05:50,R_5HSNiKbxqo8kH05,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 16:08:32,2024-12-06 16:08:45,IP Address,74.74.206.152,6,13,False,2024-12-13 16:08:45,R_11Hmb0XBCE49v6u,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 16:09:42,2024-12-06 16:10:44,IP Address,104.28.50.135,6,61,False,2024-12-13 16:10:45,R_6DXVavBZA8VnJci,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 16:25:17,2024-12-06 16:39:12,IP Address,104.9.124.21,6,835,False,2024-12-13 16:39:15,R_5XE70ebzb2lCadz,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 16:50:55,2024-12-06 16:51:08,IP Address,209.107.185.34,6,12,False,2024-12-13 16:51:13,R_1gN016otHZzGKRW,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 17:42:14,2024-12-06 17:42:48,IP Address,107.77.204.138,6,34,False,2024-12-13 17:42:51,R_33uUBWRKtQXgkSZ,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 18:02:52,2024-12-06 18:07:56,IP Address,96.51.42.41,6,303,False,2024-12-13 18:07:57,R_53dGHpXMwRl1Ijs,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 19:19:14,2024-12-06 19:24:09,IP Address,70.171.48.150,6,295,False,2024-12-13 19:24:15,R_7cU4wWDcK7eHdjV,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 20:39:57,2024-12-06 20:40:01,IP Address,73.9.97.158,6,4,False,2024-12-13 20:40:03,R_5OP3andlWs0AXPd,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 21:29:05,2024-12-06 21:34:28,IP Address,176.145.199.236,6,323,False,2024-12-13 21:34:31,R_2BK7getGZw4BkEV,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 22:37:57,2024-12-07 00:17:45,IP Address,73.53.97.151,6,5987,False,2024-12-14 00:17:51,R_1w73nKusC5RSNdD,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-07 00:17:58,2024-12-07 00:18:41,IP Address,217.88.33.29,6,43,False,2024-12-14 00:18:46,R_2AaIxULjyOJFrod,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-07 04:23:37,2024-12-07 04:24:10,IP Address,94.18.184.71,6,32,False,2024-12-14 04:24:12,R_8GxiRmaCBSuFK8t,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-07 04:35:28,2024-12-07 04:35:48,IP Address,95.90.244.235,6,20,False,2024-12-14 04:35:49,R_2LlZX6M8LIbOfJf,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-07 04:35:59,2024-12-07 04:36:06,IP Address,84.69.173.131,6,7,False,2024-12-14 04:36:12,R_2cC8As2Lt8KnwyM,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-07 04:36:13,2024-12-07 04:37:05,IP Address,67.183.170.165,6,52,False,2024-12-14 04:37:14,R_5Mo8YHRWxIdgugF,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-07 04:40:52,2024-12-07 04:42:10,IP Address,108.169.232.3,6,77,False,2024-12-14 04:42:19,R_3WBHL9eaBqRoqut,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-07 04:44:11,2024-12-07 04:46:16,IP Address,81.221.83.107,6,125,False,2024-12-14 04:46:17,R_82RqHViWWvE32l9,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-07 04:51:44,2024-12-07 04:52:55,IP Address,172.226.34.23,6,71,False,2024-12-14 04:52:57,R_8wtUwOdOb2p9Qxl,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-07 05:47:10,2024-12-07 05:48:39,IP Address,37.161.126.117,6,89,False,2024-12-14 05:48:41,R_8nxcCX6ZO8B4k9L,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-07 06:01:23,2024-12-07 06:01:53,IP Address,148.252.156.140,6,30,False,2024-12-14 06:01:57,R_8zD6qFCQRYKttaI,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-07 06:03:59,2024-12-07 06:04:27,IP Address,96.231.125.138,6,28,False,2024-12-14 06:04:29,R_3D0jLI5V4Vcu3PC,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-07 06:04:41,2024-12-07 06:04:55,IP Address,96.250.125.31,6,14,False,2024-12-14 06:04:56,R_7r32ksq12smWIxm,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-07 06:19:58,2024-12-07 06:20:06,IP Address,138.74.86.185,6,7,False,2024-12-14 06:20:13,R_7stZrC15MjlUHDn,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-07 06:20:54,2024-12-07 06:22:45,IP Address,70.160.241.179,6,110,False,2024-12-14 06:22:46,R_5VOy8od1JGG5y3L,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-07 07:27:49,2024-12-07 07:30:40,IP Address,169.133.32.221,6,171,False,2024-12-14 07:30:41,R_7rIcM0UzUc2SK0o,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-07 07:33:54,2024-12-07 07:35:21,IP Address,174.230.195.211,6,86,False,2024-12-14 07:35:22,R_5HyJItOHA8Mi0zD,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-07 07:37:59,2024-12-07 07:38:27,IP Address,76.22.66.199,6,27,False,2024-12-14 07:38:30,R_70ShOcV4io7briN,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-07 08:18:42,2024-12-07 08:19:11,IP Address,73.25.139.102,6,28,False,2024-12-14 08:19:16,R_1MaCnf2SmyIi58t,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-07 08:18:40,2024-12-07 08:24:35,IP Address,73.25.139.102,6,354,False,2024-12-14 08:24:37,R_3IAXpXFq3emqF1o,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-07 08:29:01,2024-12-07 08:32:35,IP Address,70.49.188.227,6,214,False,2024-12-14 08:32:37,R_1rBpI5xLxfDY5jy,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-07 08:34:35,2024-12-07 08:35:07,IP Address,73.103.215.152,6,32,False,2024-12-14 08:35:09,R_7bnY7Nnna08MFkl,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-07 09:18:58,2024-12-07 09:19:05,IP Address,71.235.173.230,6,7,False,2024-12-14 09:19:12,R_15pvy73smMNBe81,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-07 09:23:13,2024-12-07 09:48:54,IP Address,37.5.254.188,6,1541,False,2024-12-14 09:49:00,R_2zqmdYhIvDi9KuV,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-07 09:52:57,2024-12-07 10:00:45,IP Address,198.91.167.52,0,467,False,2024-12-14 10:00:45,R_77rhiwHrDi3mrvz,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-07 10:12:16,2024-12-07 10:12:51,IP Address,38.141.199.57,6,34,False,2024-12-14 10:12:54,R_5qslisOShNsGy5Y,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-07 12:20:38,2024-12-07 12:20:57,IP Address,188.120.84.196,6,19,False,2024-12-14 12:21:02,R_8YRKHoH3oDzLIxO,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-07 14:01:34,2024-12-07 14:03:58,IP Address,130.195.253.72,6,144,False,2024-12-14 14:04:03,R_4PdzOnKdmVKruYC,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-07 14:50:27,2024-12-07 14:52:01,IP Address,73.158.240.127,6,94,False,2024-12-14 14:52:02,R_31WR4LrbbGok2AQ,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-07 17:45:56,2024-12-07 17:46:06,IP Address,146.70.174.247,6,10,False,2024-12-14 17:46:07,R_6WMdv6Duap1pzvL,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-07 19:50:08,2024-12-07 19:50:20,IP Address,115.189.96.212,6,11,False,2024-12-14 19:50:26,R_4Jyl4LJ85rhgMTf,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-07 20:12:40,2024-12-07 20:14:06,IP Address,119.224.64.119,6,86,False,2024-12-14 20:14:10,R_4ZWvVDVwafWUt2H,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 14:34:36,2024-12-07 20:55:55,IP Address,73.68.209.101,6,109279,False,2024-12-14 20:55:57,R_7iEGAap1xUuwzmr,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-07 22:08:59,2024-12-07 22:34:26,IP Address,97.122.100.20,6,1526,False,2024-12-14 22:34:29,R_7emYxM9qfODBG5m,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-08 00:16:35,2024-12-08 00:17:12,IP Address,83.6.122.189,6,36,False,2024-12-15 00:17:17,R_2mPoXXYDia4FFRu,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-08 00:56:30,2024-12-08 00:59:17,IP Address,73.168.48.108,6,167,False,2024-12-15 00:59:21,R_1ND4cGxMV5HwNaz,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-08 01:54:16,2024-12-08 01:54:40,IP Address,104.28.125.4,6,24,False,2024-12-15 01:54:43,R_4MPWjkl5jds5i42,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-08 03:09:47,2024-12-08 03:10:01,IP Address,104.28.45.22,6,14,False,2024-12-15 03:10:09,R_8tikvRBcW7crU5u,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-08 05:43:39,2024-12-08 05:43:43,IP Address,213.147.167.126,6,3,False,2024-12-15 05:43:47,R_8I3q1WPiSIdVoTz,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-08 05:51:00,2024-12-08 05:51:17,IP Address,104.28.111.57,6,16,False,2024-12-15 05:51:20,R_5kZJpXuxzhNUUIL,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-08 06:28:19,2024-12-08 06:28:39,IP Address,178.197.194.234,6,19,False,2024-12-15 06:28:47,R_8HUN7RgpfcR7t17,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-06 12:52:12,2024-12-08 08:11:45,IP Address,67.161.2.3,6,155973,False,2024-12-15 08:11:49,R_5r21xJM41vkZLG3,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-08 09:20:39,2024-12-08 09:20:54,IP Address,107.77.203.56,6,15,False,2024-12-15 09:20:59,R_1xQbmGsXSjJSmWk,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-08 09:22:41,2024-12-08 09:23:02,IP Address,93.23.15.244,6,21,False,2024-12-15 09:23:03,R_2fJ0NYcQMfJ84rf,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-08 09:29:08,2024-12-08 09:30:26,IP Address,72.47.136.199,6,78,False,2024-12-15 09:30:27,R_3Sk6MpL64E3bpnv,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-08 09:42:52,2024-12-08 09:43:02,IP Address,174.192.198.123,6,9,False,2024-12-15 09:43:04,R_6t8MqyTzrgFavMf,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-08 10:19:41,2024-12-08 10:19:48,IP Address,98.219.116.69,6,7,False,2024-12-15 10:19:57,R_1gjNyULCyZu8ro0,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-15 10:07:12,2024-12-15 10:37:58,IP Address,71.172.134.142,100,1845,True,2024-12-15 10:37:59,R_1Lbv1J5s2f3YLId,,,,,39.7665,-75.1443,anonymous,EN,Yes,Yes,Nature being called “Mother Nature”; a molecule anthropomorphized as “he chooses to react when sunlight is present…”,Yes,"Students joking about “dikes” and “intrusive” rocks as having more than one meaning. ",Yes,"Similar to above answer: students joking about technical terminology. ",No,,No,,No,,No,,Paleoceanography and Paleoclimatology,,Labwork,,"Cenozoic (Quaternary, Neogene, Eogene)",,Graduate student,,Non-binary,,Female,,Prefer not to say,,Asian,,Not Hispanic or Latinx,,"USA ",USA
2024-12-08 11:36:53,2024-12-08 11:37:06,IP Address,108.147.176.62,6,13,False,2024-12-15 11:37:07,R_10uiuIueIKxe8eJ,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-08 13:06:55,2024-12-08 13:09:38,IP Address,84.213.176.213,6,163,False,2024-12-15 13:09:40,R_2GKcG3FeflN7cYZ,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-08 13:27:23,2024-12-08 13:27:29,IP Address,208.58.5.2,6,6,False,2024-12-15 13:27:31,R_7kKQTMUGF53eFQ7,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-08 13:35:04,2024-12-08 13:35:17,IP Address,128.135.204.188,6,13,False,2024-12-15 13:35:24,R_1alL2CwDjWFCM5X,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-15 13:48:06,2024-12-15 13:50:48,IP Address,35.151.40.147,100,162,True,2024-12-15 13:50:48,R_60T1ZSO4KVSFcqq,,,,,35.2612,-120.655,anonymous,EN,Yes,No,,No,,No,,No,,No,,No,,No,,"Global Environmental Change,Soil Science",,"Fieldwork,Labwork,Modeling/theory",,"Pre-Cenozoic (Mesozoic, Paleozoic, Precambrian),N/A",,Undergraduate student,,Woman or woman identified,,Female,,Straight,,White,,Not Hispanic or Latinx,,United States,United States
2024-12-15 14:17:06,2024-12-15 14:24:41,IP Address,174.219.199.67,100,454,True,2024-12-15 14:24:41,R_1RWbEGadR9H1ZAH,,,,,38.4799,-121.4451,anonymous,EN,Yes,No,,No,,No,,No,,No,,No,,No,,"Earth Surface + Lithosphere,Earth and Planetary Surface Processes/Geomorphology,Soil Science,Earth Interior + Planetary Science",,"Fieldwork,Labwork,Modeling/theory",,"Post-industrial era (post-1750 CE),Cenozoic (Quaternary, Neogene, Eogene),Pre-Cenozoic (Mesozoic, Paleozoic, Precambrian)",,Undergraduate student,,Woman or woman identified,,Female,,Bisexual,,White,,Not Hispanic or Latinx,,USA,USA
2024-12-08 14:25:04,2024-12-08 14:26:20,IP Address,172.58.243.52,6,75,False,2024-12-15 14:26:27,R_6bI55roWwXHTElb,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-08 17:13:53,2024-12-08 17:14:03,IP Address,174.226.112.44,6,9,False,2024-12-15 17:14:13,R_1eJBGR6dogFeSmO,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-08 18:56:08,2024-12-08 18:57:37,IP Address,100.36.127.96,6,89,False,2024-12-15 18:57:40,R_5OoUXILRJ1zr4mR,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-08 18:58:57,2024-12-08 18:59:55,IP Address,104.183.101.208,6,57,False,2024-12-15 19:00:03,R_1uAChpDVzOTAgoN,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-08 19:07:23,2024-12-08 19:07:34,IP Address,98.38.28.65,6,10,False,2024-12-15 19:07:35,R_52S2OpNRs1sbyN1,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-08 19:45:45,2024-12-08 19:45:58,IP Address,104.28.76.232,6,13,False,2024-12-15 19:46:04,R_7g5eqDEpEwYyQRE,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-15 19:07:44,2024-12-15 20:34:47,IP Address,96.250.69.124,100,5222,True,2024-12-15 20:34:48,R_3JlOOwSSwEkosB7,,,,,40.7852,-73.8098,anonymous,EN,Yes,Yes,Gaia hypothesis,Yes,"A professor describing field pictures in a geology textbook as ""soft-core porn"" during class, joking about the shapes of rocks/minerals as breasts or penises, joking about phallic shapes and color choices on maps",Yes,"The Grand Tetons, blueschist knockers",No,,No,,Yes,"the example listed above for ""dike on dike action,"" ""dike and cleavage expert""",Yes,"I'm not sure if this fits in previous categories but I have encountered gendered and sexist language and behavior in the form of stereotypes and prejudice from professors and other students, not necessarily as jokes, metaphors, or names of places. I've had a professor say that he preferred female students because he thought they were better at delicate lab work and another student agreed with him. Another professor expressed a preference for women students because he felt they were more compliant and agreeable. Other professors and administrators singled out women to be TAs for field classes and tokenized them, telling them that they didn't need to know anything, the department just needed to hit quotas for diversity reasons. Another professor said in light of the reports of high rates of harassment and assault for women scientists at Antarctica, he didn't feel that he could bring women students with him to Antarctica for field work anymore to avoid the chance of the women being harassed. Another professor said he didn't feel good about letting women work with hazardous chemicals but didn't have the same concerns for men. ","Earth Surface + Lithosphere,Geochronology,Sedimentology,Volcanology, Geochemistry, and Petrology",,"Fieldwork,Labwork",,"Pre-Cenozoic (Mesozoic, Paleozoic, Precambrian)",,Other,"Post-graduate, non-academic",Woman or woman identified,,Female,,Bisexual,,Asian,,Not Hispanic or Latinx,,USA,USA
